epoch,train_loss,val_acc,val_macro_f1,time_s,lr
1,0.3990684653127239,0.7758186397984886,0.7639350004749691,70.98662757873535,0.0002948888739433602
2,0.31495317138552514,0.7884130982367759,0.7768318512367057,67.45985794067383,0.0002799038105676658
3,0.27824822215153805,0.7884130982367759,0.7745293567328786,67.61495685577393,0.00025606601717798207
4,0.24113001974885895,0.7934508816120907,0.7884380507547677,67.2953417301178,0.00022499999999999997
5,0.2241318102469185,0.783375314861461,0.7740815796829453,67.50891256332397,0.0001888228567653781
6,0.20113493076392583,0.7783375314861462,0.7652926471007593,67.41663312911987,0.00015
7,0.18230733770862995,0.7858942065491183,0.7777557892424863,67.28927159309387,0.0001111771432346219
8,0.16504502158927556,0.7934508816120907,0.7798557566882948,67.34125280380249,7.500000000000003e-05
